Date,Open,High,Low,Close,Volume,month,is_roll_switch,daily_change,typical_change,roll_gap,cum_adjustment,Adj_Close_Futures,futures_ret
2004-03-24,315.25,318.25,315.25,309.5,601,3,False,-6.25,-2.75,0.0,-30.0,279.5,-0.02187226596675418
2004-03-25,309.5,310.25,309.0,306.75,562,3,False,-2.75,-3.75,0.0,-30.0,276.75,-0.009838998211091243
2004-03-26,307.0,308.75,306.75,305.5,558,3,False,-1.25,-1.625,0.0,-30.0,275.5,-0.004516711833784992
2004-03-29,305.0,306.5,304.5,305.0,349,3,False,-0.5,3.0,0.0,-30.0,275.0,-0.001814882032667886
2004-03-30,305.0,305.75,304.75,312.25,623,3,False,7.25,3.625,0.0,-30.0,282.25,0.026363636363636367
2004-03-31,311.5,312.0,311.25,320.0,1512,3,False,7.75,6.5,0.0,-30.0,290.0,0.027457927369353374
2004-04-01,319.75,322.25,319.25,325.75,1756,4,False,5.75,6.25,0.0,-30.0,295.75,0.01982758620689662
2004-04-02,325.25,327.5,325.25,330.5,732,4,False,4.75,2.375,0.0,-30.0,300.5,0.01606086221470826
2004-04-05,330.75,335.0,330.75,329.5,585,4,False,-1.0,1.0,0.0,-30.0,299.5,-0.0033277870216306127
2004-04-06,329.0,329.5,327.5,326.75,466,4,False,-2.75,1.125,0.0,-30.0,296.75,-0.00918196994991649
2004-04-07,327.0,331.5,327.0,330.0,744,4,False,3.25,-1.125,0.0,-30.0,300.0,0.010951979780960297
2004-04-08,330.5,333.0,330.5,330.5,687,4,False,0.5,-2.5,0.0,-30.0,300.5,0.0016666666666667052
2004-04-12,330.0,331.25,324.5,322.25,957,4,False,-8.25,-5.0,0.0,-30.0,292.25,-0.027454242928452555
2004-04-13,322.25,322.25,319.75,311.75,579,4,False,-10.5,-1.75,0.0,-30.0,281.75,-0.0359281437125748
2004-04-14,311.25,311.75,310.25,316.5,892,4,False,4.75,-9.75,0.0,-30.0,286.5,0.01685891748003554
2004-04-15,317.0,319.5,316.75,307.5,1269,4,False,-9.0,5.875,0.0,-30.0,277.5,-0.03141361256544506
2004-04-16,307.5,310.5,307.0,314.5,420,4,False,7.0,-6.125,0.0,-30.0,284.5,0.02522522522522519
2004-04-19,314.75,317.0,312.0,311.25,327,4,False,-3.25,2.5,0.0,-30.0,281.25,-0.011423550087873435
2004-04-20,311.25,311.5,309.5,309.25,461,4,False,-2.0,-4.25,0.0,-30.0,279.25,-0.007111111111111068
2004-04-21,309.5,309.75,305.75,304.0,271,4,False,-5.25,-1.0,0.0,-30.0,274.0,-0.018800358102059045
2004-04-22,304.0,306.0,304.0,304.0,162,4,False,0.0,-2.875,0.0,-30.0,274.0,0.0
2004-04-23,304.0,307.0,304.0,303.5,174,4,False,-0.5,-1.125,0.0,-30.0,273.5,-0.0018248175182481452
2004-04-26,303.0,303.0,301.0,301.25,384,4,False,-2.25,3.75,0.0,-30.0,271.25,-0.00822669104204754
2004-04-27,301.0,303.0,301.0,309.25,205,4,False,8.0,-1.625,0.0,-30.0,279.25,0.029493087557603603
2004-04-28,309.0,310.5,308.25,308.25,67,4,False,-1.0,6.875,0.0,-30.0,278.25,-0.0035810205908684
2004-04-29,308.25,308.5,307.0,314.0,61,4,False,5.75,0.75,0.0,-30.0,284.0,0.020664869721473522
2004-04-30,313.5,316.0,313.5,316.5,91,4,False,2.5,3.625,0.0,-30.0,286.5,0.008802816901408494
2004-05-03,315.75,318.5,314.0,318.0,92,5,True,1.5,1.125,0.375,-30.375,287.625,0.003926701570680535
2004-05-04,317.75,317.75,316.0,317.75,3,5,False,-0.25,-1.0,0.0,-30.375,287.375,-0.0008691873098652936
2004-05-05,318.0,318.0,317.75,314.25,72,5,False,-3.5,-4.375,0.0,-30.375,283.875,-0.012179208351457138
2004-05-06,314.0,314.0,312.5,305.75,53,5,False,-8.5,-1.125,0.0,-30.375,275.375,-0.029942756494936162
2004-05-07,306.25,306.25,303.75,307.0,43,5,False,1.25,-10.0,0.0,-30.375,276.625,0.00453926463912846
2004-05-10,304.0,304.0,304.0,295.5,25,5,False,-11.5,0.875,0.0,-30.375,265.125,-0.04157252598282879
2004-05-11,296.5,296.5,296.5,296.0,4,5,False,0.5,-6.5,0.0,-30.375,265.625,0.001885902876001877
2004-05-12,296.5,296.5,296.5,294.5,25,5,False,-1.5,-2.125,0.0,-30.375,264.125,-0.0056470588235294494
2004-05-13,294.25,294.25,294.25,289.75,4,5,False,-4.75,-2.375,0.0,-30.375,259.375,-0.017983909133932774
2004-05-14,292.5,292.5,289.0,286.5,1198,5,False,-3.25,2.0,0.0,-30.375,256.125,-0.012530120481927698
2004-05-17,291.25,292.75,288.25,295.25,854,5,False,8.75,-3.25,0.0,-30.375,264.875,0.03416300634455838
2004-05-18,295.5,298.0,294.0,292.0,308,5,False,-3.25,7.625,0.0,-30.375,261.625,-0.012269938650306789
2004-05-19,292.5,293.5,292.0,298.5,765,5,False,6.5,-4.75,0.0,-30.375,268.125,0.024844720496894457
2004-05-20,298.5,300.0,296.25,292.25,438,5,False,-6.25,2.125,0.0,-30.375,261.875,-0.023310023310023298
2004-05-21,292.25,293.5,290.5,290.0,821,5,False,-2.25,-0.125,0.0,-30.375,259.625,-0.008591885441527447
2004-05-24,290.25,293.0,290.25,296.0,796,5,False,6.0,2.75,0.0,-30.375,265.625,0.023110255175734284
2004-05-25,296.0,301.25,296.0,303.75,509,5,False,7.75,1.5,0.0,-30.375,273.375,0.02917647058823536
2004-05-26,304.0,305.0,302.75,300.75,382,5,False,-3.0,2.875,0.0,-30.375,270.375,-0.010973936899862813
2004-05-27,299.75,301.75,298.25,298.75,378,5,False,-2.0,1.125,0.0,-30.375,268.375,-0.0073971336107258034
2004-05-28,298.75,300.5,296.25,304.0,2370,5,False,5.25,9.0,0.0,-30.375,273.625,0.01956217978574748
2004-06-01,307.5,318.0,307.5,324.0,2596,6,False,20.0,1.5,0.0,-30.375,293.625,0.07309273640931924
2004-06-02,325.5,326.5,322.0,321.75,1172,6,False,-2.25,4.5,0.0,-30.375,291.375,-0.007662835249042099
2004-06-03,320.0,320.5,314.0,310.75,414,6,False,-11.0,-2.375,0.0,-30.375,280.375,-0.037752037752037726
2004-06-04,310.0,313.0,309.25,308.25,876,6,False,-2.5,-9.5,0.0,-30.375,277.875,-0.008916629514043706
2004-06-07,304.0,304.0,297.25,300.25,678,6,False,-8.0,-2.875,0.0,-30.375,269.875,-0.02878992352676568
2004-06-08,299.75,301.25,297.5,297.0,778,6,False,-3.25,-3.75,0.0,-30.375,266.625,-0.01204261232051873
2004-06-09,297.75,299.0,296.0,297.5,320,6,False,0.5,-7.5,0.0,-30.375,267.125,0.0018752930145335966
2004-06-10,298.75,298.75,297.5,285.75,464,6,False,-11.75,0.25,0.0,-30.375,255.375,-0.04398689751988771
2004-06-11,287.25,287.25,284.75,285.75,729,6,False,0.0,-4.625,0.0,-30.375,255.375,0.0
2004-06-14,288.25,289.0,284.25,288.25,804,6,False,2.5,-4.0,0.0,-30.375,257.875,0.009789525208027339
2004-06-15,286.25,287.25,282.0,280.25,780,6,False,-8.0,1.875,0.0,-30.375,249.875,-0.03102278235579259
2004-06-16,280.75,283.0,280.75,281.5,432,6,False,1.25,-5.875,0.0,-30.375,251.125,0.005002501250625402
2004-06-17,281.5,283.5,281.5,277.75,378,6,False,-3.75,-1.0,0.0,-30.375,247.375,-0.014932802389248434
2004-06-18,277.0,277.0,275.75,274.5,578,6,False,-3.25,-1.875,0.0,-30.375,244.125,-0.01313794845881755
2004-06-21,272.75,273.0,270.0,274.5,296,6,False,0.0,-5.0,0.0,-30.375,244.125,0.0
2004-06-22,274.75,275.5,273.5,267.75,361,6,False,-6.75,3.375,0.0,-30.375,237.375,-0.027649769585253448
2004-06-23,267.5,268.75,265.5,274.5,291,6,False,6.75,-4.0,0.0,-30.375,244.125,0.028436018957346043
2004-06-24,275.5,277.5,274.5,273.25,461,6,False,-1.25,4.875,0.0,-30.375,242.875,-0.005120327700972815
2004-06-25,273.0,274.5,273.0,276.25,504,6,False,3.0,-3.125,0.0,-30.375,245.875,0.012352032938754531
2004-06-28,274.75,274.75,272.5,271.25,170,6,False,-5.0,-0.125,0.0,-30.375,240.875,-0.020335536349771255
2004-06-29,271.25,274.0,271.25,268.0,839,6,False,-3.25,-7.75,0.0,-30.375,237.625,-0.013492475350285416
2004-06-30,267.75,268.0,266.0,257.5,58,6,False,-10.5,-1.625,0.0,-30.375,227.125,-0.0441872698579695
2004-07-01,257.5,259.25,257.0,257.5,339,7,True,0.0,-6.375,6.375,-36.75,220.75,-0.02806824435883326
2004-07-02,257.0,257.0,254.5,255.25,116,7,False,-2.25,-2.875,0.0,-36.75,218.5,-0.010192525481313663
2004-07-06,253.5,253.5,250.0,249.5,37,7,False,-5.75,-1.125,0.0,-36.75,212.75,-0.02631578947368418
2004-07-07,250.25,250.25,249.5,249.5,37,7,False,0.0,-5.375,0.0,-36.75,212.75,0.0
2004-07-08,244.5,244.5,244.5,244.5,3,7,False,-5.0,-1.125,0.0,-36.75,207.75,-0.023501762632197387
2004-07-09,242.25,242.25,242.25,242.25,3,7,False,-2.25,-1.375,0.0,-36.75,205.5,-0.010830324909747335
2004-07-12,244.5,244.5,244.5,244.5,2,7,False,2.25,-2.5,0.0,-36.75,207.75,0.010948905109489093
2004-07-13,244.0,244.0,244.0,241.75,2,7,False,-2.75,1.25,0.0,-36.75,205.0,-0.013237063778580027
2004-07-14,242.0,242.0,242.0,242.0,181,7,False,0.25,-1.125,0.0,-36.75,205.25,0.0012195121951219523
2004-07-15,246.5,246.75,246.0,242.5,440,7,False,0.5,-1.625,0.0,-36.75,205.75,0.0024360535931791105
2004-07-16,242.0,242.0,240.0,239.0,380,7,False,-3.5,-0.75,0.0,-36.75,202.25,-0.017010935601458055
2004-07-19,238.25,238.5,236.75,237.0,315,7,False,-2.0,-3.25,0.0,-36.75,200.25,-0.00988875154511748
2004-07-20,236.5,237.5,235.75,234.0,587,7,False,-3.0,-4.875,0.0,-36.75,197.25,-0.014981273408239737
2004-07-21,233.5,234.0,231.0,226.25,389,7,False,-7.75,-5.0,0.0,-36.75,189.5,-0.0392902408111534
2004-07-22,226.0,226.25,225.0,219.25,652,7,False,-7.0,-1.625,0.0,-36.75,182.5,-0.03693931398416883
2004-07-23,219.25,222.0,219.25,223.75,446,7,False,4.5,-3.75,0.0,-36.75,187.0,0.024657534246575352
2004-07-26,223.5,223.5,219.5,223.25,163,7,False,-0.5,1.75,0.0,-36.75,186.5,-0.002673796791443861
2004-07-27,223.0,223.0,221.25,222.25,200,7,False,-1.0,-2.125,0.0,-36.75,185.5,-0.00536193029490617
2004-07-28,222.0,223.25,221.75,218.5,232,7,False,-3.75,-0.5,0.0,-36.75,181.75,-0.020215633423180557
2004-07-29,218.5,219.5,218.5,218.5,211,7,False,0.0,-2.5,0.0,-36.75,181.75,0.0
2004-07-30,218.75,219.75,218.0,217.25,149,7,False,-1.25,0.5,0.0,-36.75,180.5,-0.00687757909215958
2004-08-02,218.0,219.0,217.25,218.25,166,8,False,1.0,-0.125,0.0,-36.75,181.5,0.005540166204986097
2004-08-03,218.5,219.5,218.5,219.25,320,8,False,1.0,1.5,0.0,-36.75,182.5,0.005509641873278293
2004-08-04,219.0,220.0,219.0,221.25,236,8,False,2.0,1.875,0.0,-36.75,184.5,0.010958904109588996
2004-08-05,221.25,222.25,220.5,224.0,403,8,False,2.75,1.875,0.0,-36.75,187.25,0.01490514905149043
2004-08-06,224.5,226.0,224.0,225.75,698,8,False,1.75,2.0,0.0,-36.75,189.0,0.009345794392523255
2004-08-09,226.25,228.25,226.0,227.0,535,8,False,1.25,-0.375,0.0,-36.75,190.25,0.006613756613756516
2004-08-10,226.75,226.75,224.0,224.5,201,8,False,-2.5,-1.25,0.0,-36.75,187.75,-0.013140604467805517
2004-08-11,224.5,225.75,224.5,220.75,540,8,False,-3.75,-2.625,0.0,-36.75,184.0,-0.01997336884154466
2004-08-12,221.0,222.5,220.5,218.0,235,8,False,-2.75,-2.0,0.0,-36.75,181.25,-0.014945652173913082
2004-08-13,218.0,218.0,216.5,217.75,233,8,False,-0.25,0.875,0.0,-36.75,181.0,-0.0013793103448276334
2004-08-16,217.0,217.0,215.5,222.25,434,8,False,4.5,3.0,0.0,-36.75,185.5,0.024861878453038777
2004-08-17,223.0,224.75,223.0,228.5,135,8,False,6.25,0.75,0.0,-36.75,191.75,0.03369272237196763
2004-08-18,228.0,228.0,226.5,225.5,109,8,False,-3.0,5.0,0.0,-36.75,188.75,-0.01564537157757495
2004-08-19,225.5,226.0,225.0,229.25,146,8,False,3.75,-0.5,0.0,-36.75,192.5,0.019867549668874274
2004-08-20,229.0,229.25,228.0,231.25,104,8,False,2.0,3.375,0.0,-36.75,194.5,0.010389610389610393
2004-08-23,230.75,230.75,228.75,234.25,583,8,False,3.0,0.0,0.0,-36.75,197.5,0.015424164524421524
2004-08-24,233.25,234.0,233.0,232.25,190,8,False,-2.0,-0.625,0.0,-36.75,195.5,-0.010126582278481067
2004-08-25,231.75,232.5,231.5,228.0,206,8,False,-4.25,-2.375,0.0,-36.75,191.25,-0.021739130434782594
2004-08-26,227.5,228.5,227.0,225.25,206,8,False,-2.75,-4.625,0.0,-36.75,188.5,-0.01437908496732021
2004-08-27,225.0,226.75,225.0,220.25,357,8,False,-5.0,0.75,0.0,-36.75,183.5,-0.02652519893899208
2004-08-30,220.0,222.0,219.75,224.5,453,8,False,4.25,-0.875,0.0,-36.75,187.75,0.023160762942779245
2004-08-31,225.0,227.5,225.0,227.75,1,8,False,3.25,5.0,0.0,-36.75,191.0,0.017310252996005415
2004-09-01,233.5,233.5,233.5,233.5,463,9,True,5.75,-1.25,7.0,-43.75,189.75,-0.00654450261780104
2004-09-02,233.0,234.0,231.0,227.75,41,9,False,-5.75,0.75,0.0,-43.75,184.0,-0.030303030303030276
2004-09-03,227.0,227.0,226.0,223.5,50,9,False,-4.25,-5.0,0.0,-43.75,179.75,-0.02309782608695654
2004-09-07,221.5,221.5,218.0,219.25,40,9,False,-4.25,-3.25,0.0,-43.75,175.5,-0.02364394993045893
2004-09-08,219.0,220.0,219.0,217.0,17,9,False,-2.25,-1.875,0.0,-43.75,173.25,-0.012820512820512775
2004-09-09,217.75,217.75,217.5,217.5,5,9,False,0.5,-4.5,0.0,-43.75,173.75,0.0028860028860029363
2004-09-10,216.25,216.25,216.25,210.75,5,9,False,-6.75,0.0,0.0,-43.75,167.0,-0.03884892086330938
2004-09-13,211.25,211.25,211.25,210.25,2,9,False,-0.5,-5.25,0.0,-43.75,166.5,-0.0029940119760478723
2004-09-14,210.0,210.0,210.0,206.5,699,9,False,-3.75,5.75,0.0,-43.75,162.75,-0.022522522522522515
2004-09-15,217.5,218.0,217.5,218.5,762,9,False,12.0,-3.0,0.0,-43.75,174.75,0.07373271889400912
2004-09-16,218.25,219.5,218.0,216.25,857,9,False,-2.25,5.5,0.0,-43.75,172.5,-0.012875536480686733
2004-09-17,216.25,217.5,216.0,215.25,1851,9,False,-1.0,-2.375,0.0,-43.75,171.5,-0.005797101449275366
2004-09-20,215.0,215.25,214.5,212.75,1160,9,False,-2.5,-0.5,0.0,-43.75,169.0,-0.014577259475218707
2004-09-21,212.5,214.0,212.5,212.75,810,9,False,0.0,-2.5,0.0,-43.75,169.0,0.0
2004-09-22,212.75,213.75,212.75,210.25,1554,9,False,-2.5,-1.25,0.0,-43.75,166.5,-0.014792899408283988
2004-09-23,210.0,210.25,209.25,207.75,565,9,False,-2.5,-2.5,0.0,-43.75,164.0,-0.01501501501501501
2004-09-24,207.75,208.0,207.25,205.25,1735,9,False,-2.5,0.0,0.0,-43.75,161.5,-0.015243902439024404
2004-09-27,205.0,206.25,205.0,207.75,1159,9,False,2.5,-0.875,0.0,-43.75,164.0,0.015479876160990669
2004-09-28,207.25,207.5,206.5,208.5,566,9,False,0.75,0.625,0.0,-43.75,164.75,0.004573170731707377
2004-09-29,208.5,209.5,208.25,207.25,921,9,False,-1.25,-0.5,0.0,-43.75,163.5,-0.007587253414264028
2004-09-30,207.0,207.0,205.5,205.5,729,9,False,-1.75,-0.375,0.0,-43.75,161.75,-0.010703363914373099
2004-10-01,205.5,206.0,205.0,206.0,1598,10,False,0.5,-2.5,0.0,-43.75,162.25,0.0030911901081915882
2004-10-04,205.25,206.0,204.0,202.75,1777,10,False,-3.25,1.125,0.0,-43.75,159.0,-0.02003081664098616
2004-10-05,203.0,203.5,202.5,204.5,1113,10,False,1.75,-0.25,0.0,-43.75,160.75,0.011006289308176154
2004-10-06,204.25,204.5,203.0,207.25,890,10,False,2.75,0.25,0.0,-43.75,163.5,0.01710730948678063
2004-10-07,207.0,208.25,207.0,206.0,689,10,False,-1.25,0.625,0.0,-43.75,162.25,-0.007645259938837912
2004-10-08,205.75,206.0,205.25,204.5,725,10,False,-1.5,-0.5,0.0,-43.75,160.75,-0.009244992295839749
2004-10-11,204.0,204.25,203.75,204.75,729,10,False,0.25,-1.875,0.0,-43.75,161.0,0.0015552099533437946
2004-10-12,204.5,204.75,204.0,202.5,1349,10,False,-2.25,1.5,0.0,-43.75,158.75,-0.013975155279503104
2004-10-13,202.5,204.0,202.0,205.25,1882,10,False,2.75,-1.625,0.0,-43.75,161.5,0.017322834645669305
2004-10-14,205.0,207.25,204.75,204.25,959,10,False,-1.0,2.625,0.0,-43.75,160.5,-0.006191950464396245
2004-10-15,204.0,204.75,203.0,206.75,1019,10,False,2.5,-1.875,0.0,-43.75,163.0,0.015576323987538832
2004-10-18,206.0,206.0,205.0,204.0,1342,10,False,-2.75,2.75,0.0,-43.75,160.25,-0.016871165644171793
2004-10-19,204.0,204.0,203.25,207.0,1048,10,False,3.0,-1.875,0.0,-43.75,163.25,0.018720748829953227
2004-10-20,206.75,207.5,206.5,206.0,556,10,False,-1.0,0.625,0.0,-43.75,162.25,-0.006125574272588086
2004-10-21,206.25,207.25,206.25,204.25,1392,10,False,-1.75,-1.75,0.0,-43.75,160.5,-0.01078582434514641
2004-10-22,204.25,204.5,203.0,201.75,1082,10,False,-2.5,0.875,0.0,-43.75,158.0,-0.015576323987538943
2004-10-25,201.5,202.5,201.0,205.25,1290,10,False,3.5,-0.5,0.0,-43.75,161.5,0.02215189873417711
2004-10-26,204.75,205.5,204.5,206.75,536,10,False,1.5,1.5,0.0,-43.75,163.0,0.009287925696594534
2004-10-27,206.5,207.0,205.75,206.25,579,10,False,-0.5,0.75,0.0,-43.75,162.5,-0.0030674846625766694
2004-10-28,206.0,207.25,206.0,206.25,919,10,False,0.0,-2.125,0.0,-43.75,162.5,0.0
2004-10-29,206.0,207.25,205.5,202.5,845,10,False,-3.75,-1.25,0.0,-43.75,158.75,-0.023076923076923106
2004-11-01,202.0,202.25,201.75,200.0,286,11,False,-2.5,-2.0,0.0,-43.75,156.25,-0.015748031496062964
2004-11-02,200.0,200.5,200.0,199.75,550,11,False,-0.25,-1.625,0.0,-43.75,156.0,-0.0016000000000000458
2004-11-03,199.75,200.0,199.5,199.0,1142,11,False,-0.75,-0.875,0.0,-43.75,155.25,-0.004807692307692291
2004-11-04,199.0,199.0,198.0,197.5,591,11,False,-1.5,0.625,0.0,-43.75,153.75,-0.009661835748792313
2004-11-05,197.75,198.0,197.25,199.5,1408,11,False,2.0,-1.5,0.0,-43.75,155.75,0.01300813008130075
2004-11-08,198.5,199.0,197.25,198.0,662,11,False,-1.5,1.0,0.0,-43.75,154.25,-0.009630818619582704
2004-11-09,198.0,198.0,197.5,198.0,489,11,False,0.0,-0.625,0.0,-43.75,154.25,0.0
2004-11-10,198.0,198.5,198.0,198.25,1667,11,False,0.25,-0.5,0.0,-43.75,154.5,0.0016207455429497752
2004-11-11,198.0,198.5,197.5,197.25,1269,11,False,-1.0,1.5,0.0,-43.75,153.5,-0.006472491909385147
